submitted_on,water_point_name,latitude,longitude,total_users_of_water_point,water_point_photos,likely_submerged_during_flood,evidence_submerged,evidence_not_submerged,functional_status,pumpable_at_visit,reported_problems,reported_problems_other,water_quality_problems,civil_works_problems,civil_works_photo,pump_problems,pump_problems_other,pump_problems_photo,pump_operational_feel,time_to_pump_20l,strokes_to_yield_water,sediment_presence,electrical_conductivity_magnitude,electrical_conductivity_units,total_dissolved_solids_ppt,ph,fluoride_ppm,ammonia_mg_per_l,nitrate_mg_per_l,free_chlorine_mg_per_l,arsenic_magnitude,arsenic_units,turbidity_magnitude,turbidity_units,temperature_magnitude,temperature_units,temperature_time,comments,sample_type,sample_date,mpn_100ml,upper_95_ci_100ml,health_risk_category,color_change_image
06/02/2020,Mauni primary school borehole,-15.8705346,35.4000628,500,https://api.mwater.co/v3/images/ac33e6a4b2f047bcb7427e453a1545a2,No,NA,Local report not seeing the water point submerged,Functional,Yes,Other,Leakage from the spout,NA,NA,NA,NA,NA,NA,Normal/satisfactory,70.791,2,Absent,335,?S / cm,0.15,7,0.3,0.5,0.58,0,0,ppb,5,NTU,32,C,NA,NA,Point of collection,2/4/2020,0,2.87,safe,https://api.mwater.co/v3/images/09534c188e954b1a8c38fd1942984506
13/06/2019,Demula village Borehole,-15.9634611,35.4799783,450,https://api.mwater.co/v3/images/85d981dc9afd4d729bb24669f7efc76b,No,NA,Local report not seeing the water point submerged,Partially functional but in need of repair,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Significant friction (very stiff) on down stroke,65.61,10,Absent,208,?S / cm,0.19,6.8,0.25,0.48,0.67,0,0,ppb,5,NTU,31.7,C,NA,NA,Point of collection,2/4/2020,0,2.87,safe,https://api.mwater.co/v3/images/d8c3a9959bac4f31b4a339175e18a654
21/11/2019,Demula village Borehole,-15.9634611,35.4799783,260,https://api.mwater.co/v3/images/3fb97fd0be954af0954d58e654b9baee,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,51.455,1,Absent,301,?S / cm,0.16,7.2,0.21,0.38,0.44,0,0,ppb,5,NTU,29,C,NA,NA,Point of collection,2/4/2020,0,2.87,safe,https://api.mwater.co/v3/images/b955f7bfcb15450b83b0f5bfe93aea48
15/06/2019,Mandawa Village Borehole,-15.8557772,35.545796,150,https://api.mwater.co/v3/images/cec8bacf943c4424830fe6ae61e1247c,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,47.505,1,Absent,251,?S / cm,0.13,6.9,0.25,0.36,0.61,0,0,ppb,5,NTU,28.3,C,NA,NA,Point of collection,2/4/2020,0,2.87,safe,https://api.mwater.co/v3/images/b26f6168ebac44e994d99d092bb38eda
23/11/2019,Mandawa Village Borehole,-15.8557772,35.545796,250,https://api.mwater.co/v3/images/445f9632eb664d85be0faf876a41a5c3,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,42.11,1,Absent,285,?S / cm,0.11,6.8,0.18,0.3,0.55,0,0,ppb,5,NTU,29.6,C,NA,NA,Point of collection,2/4/2020,0,2.87,safe,https://api.mwater.co/v3/images/4c26714626604d61b3faa622685c8ca5
01/02/2020,Mandawa Village Borehole,-15.8557772,35.545796,200,https://api.mwater.co/v3/images/f7cc387b532a473698531ada81eca1e2,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,43.786,1,Absent,205.5,?S / cm,0.09,6.53,0.3,0.8,0.5,0,0,ppb,300,NTU,27,C,NA,The borehole is in good condition,Point of collection,2/4/2020,100,9435.1,unsafe,https://api.mwater.co/v3/images/39460cd3c02d4f2e98920892ac795300
17/06/2019,Sanyiwa village Borehole,-15.8464037,35.5477356,2700,https://api.mwater.co/v3/images/71dd17b38f734d579337ece680906137,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,46.061,1,Absent,206.9,?S / cm,0.1,5.96,0.2,0.6,0.7,0,0,ppb,25,NTU,26.2,C,NA,The borehole is in good condition,Point of collection,2/4/2020,100,9435.1,unsafe,https://api.mwater.co/v3/images/29f9401d29c24fdfb06d95ef2bcc4261
30/11/2019,Sanyiwa village Borehole,-15.8464037,35.5477356,400,https://api.mwater.co/v3/images/f5f7bf6d5f2e4b3092f27b4681589679,Yes,"Fresh debris, mud, or water lines",NA,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,43.736,1,Absent,1206,?S / cm,0.62,7.06,0.3,1,0.8,0,0,ppb,5,NTU,30.7,C,NA,The borehole is in good condition,Point of collection,2/4/2020,13.6,83.06,possibly_unsafe,https://api.mwater.co/v3/images/76c78405fb2944eda50637fa8f2d20a7
31/01/2020,Sanyiwa village Borehole,-15.8464037,35.5477356,2800,https://api.mwater.co/v3/images/5a54dc561acb4531b2402a2c94c47799,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,45.07,1,Absent,3001,?S / cm,1.57,6.54,0.3,1,0.6,0,0,ppb,5,NTU,32.9,C,NA,The borehole is good condition,Point of collection,2/4/2020,4,10.94,possibly_safe,https://api.mwater.co/v3/images/bbe317edcdb64ee4aafc66edbafecd6b
30/06/2019,Nthokole  village,-15.7908001,35.4819166,250,https://api.mwater.co/v3/images/a4193e73297f406cb6f23f32a1b2c30f,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,47.291,1,Absent,775,?S / cm,0.4,6.75,0.3,0.8,0.6,0,0,ppb,5,NTU,35.6,C,NA,The borehole is in good condition,Point of collection,2/4/2020,100,9435.1,unsafe,https://api.mwater.co/v3/images/55697e05a88f40eab59a6eda8eb6b2a1
08/02/2020,Nthokole  village,-15.7908001,35.4819166,243,https://api.mwater.co/v3/images/55c1fecfb1e64e928965f33944ba84a4,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,49.403,1,Absent,1136,?S / cm,0.56,6.88,0.6,0.8,0.1,0,0,ppb,5,NTU,29.8,C,NA,The bolehole is functioning and in good condition,Point of collection,2/5/2020,100,9435.1,unsafe,https://api.mwater.co/v3/images/52be92cde7e04e1f8cacaa925de0c739
14/06/2019,Sagawa water point1,-15.6866362,35.3377739,214,https://api.mwater.co/v3/images/7dc39ffaa8f247c3bd8199dcaa6f6c52,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,42.211,1,Absent,932,?S / cm,0.45,7.32,0.5,1,0.2,0,0,ppb,5,NTU,29.8,C,NA,The bolehole is functioning and in good condition,Point of collection,2/5/2020,0,2.87,safe,https://api.mwater.co/v3/images/42feb61651844a57905589425bb1e611
09/02/2020,Sagawa water point1,-15.6866362,35.3377739,1325,https://api.mwater.co/v3/images/b3d4ee9b021b4b94a64f6c5852e7ce1d,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,44.578,2,Absent,1410,?S / cm,0.71,7.13,0.6,0.15,0,0,0,ppb,5,NTU,30.7,C,NA,The bolehole is functioning and in good condition,Point of collection,2/5/2020,0,2.87,safe,https://api.mwater.co/v3/images/c2c9ad774f6649c5a0d8e708c9ce66b4
15/06/2019,Balakasi water point,-15.6871926,35.3891688,156,https://api.mwater.co/v3/images/b2302064e02041008c53ddf02612c908,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,42.601,2,Absent,392,?S / cm,0.19,6.65,0.5,0.6,0.3,0,0,ppb,5,NTU,27.2,C,NA,The bolehole is functioning and in good condition,Point of collection,2/5/2020,100,9435.1,unsafe,https://api.mwater.co/v3/images/4aef35d77a8943a895342b9867be7127
17/06/2019,Kamwendo health post watervpoint,-15.6689762,35.4730724,1532,https://api.mwater.co/v3/images/2048a374760344b2b917cda4013ad48c,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,43.39,1,Absent,1605,?S / cm,0.82,6.74,0.5,0.15,0.5,0,0,ppb,5,NTU,32.6,C,NA,The bolehole is functioning and in good condition,Point of collection,2/4/2020,5.2,14.73,possibly_safe,https://api.mwater.co/v3/images/dce2b21612d64234865278fcf5fc0e7c
10/02/2020,Kamwendo health post watervpoint,-15.6689762,35.4730724,234,https://api.mwater.co/v3/images/12ab4a41c37845f7bcf5d48f6abb66f4,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,43.672,1,Absent,1005,?S / cm,0.51,0.75,0.5,0.8,0.5,0,0,ppb,5,NTU,34.5,C,NA,The bolehole is functioning and in good condition,Point of collection,2/4/2020,0,2.87,safe,https://api.mwater.co/v3/images/eaad81a13f094f4580d6bbe1748d4aff
17/06/2019,Tepani water point 1,-15.6810867,35.4707803,849,https://api.mwater.co/v3/images/fca30ff574cc410d99de98089ce2e06f,Yes,"Fresh debris, mud, or water lines, Local report seeing the water point submerged",NA,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,53.013,3,Absent,1751,?S / cm,0.8,7.6,0.34,0.3,0.4,0,0,ppb,5,NTU,31,C,NA,NA,Point of collection,2/5/2020,100,9435.1,unsafe,https://api.mwater.co/v3/images/94035a3ceae34074975a3eb778353f88
01/12/2019,Tepani water point 1,-15.6810867,35.4707803,790,https://api.mwater.co/v3/images/b69c332f09f648ebbb99df2ee77f2ed4,No,NA,"Local report not seeing the water point submerged, Lack of any fresh debris, mud, or water lines",Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,48.678,3,Absent,1087,?S / cm,0.54,7.5,0.41,0.2,0.12,0,0,ppb,5,NTU,29.7,C,NA,NA,Point of collection,2/5/2020,0,2.87,safe,https://api.mwater.co/v3/images/c1cf27a027e24326a70000fb0991c5a0
20/06/2019,Balakasi water point 2,-15.6883454,35.3870418,552,https://api.mwater.co/v3/images/b24b57513b6643fea6e71195bc66e995,No,NA,"Local report not seeing the water point submerged, Lack of any fresh debris, mud, or water lines",Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,65.621,2,Absent,552,?S / cm,0.26,7.01,0.21,0.34,0.2,0,0,ppb,6,NTU,29,C,NA,NA,Point of collection,2/5/2020,0,2.87,safe,https://api.mwater.co/v3/images/26c59458a8f049d88c3b5f86781e430d
01/12/2019,Balakasi water point 2,-15.6883454,35.3870418,1650,https://api.mwater.co/v3/images/7ca80e7fecd34ccea7723135e3df90ee,No,NA,"Local report not seeing the water point submerged, Lack of any fresh debris, mud, or water lines",Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,57.55,3,Absent,850,?S / cm,0.4,7.6,0.42,0.06,0.41,0,0,ppb,5,NTU,31.4,C,NA,NA,Point of collection,2/5/2020,0,2.87,safe,https://api.mwater.co/v3/images/6657fe16bb304e968735bbf09204cc37
25/06/2019,Basen borehole 2,-15.6284883,35.5129509,1310,https://api.mwater.co/v3/images/5b8ff718102c40f99404dab573edce8f,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,59.481,3,Absent,776,?S / cm,0.5,6.8,0.62,0.18,0.1,0,0,ppb,5,NTU,28,C,NA,NA,Point of collection,2/5/2020,1.5,7.81,probably_safe,https://api.mwater.co/v3/images/7541b73c372548d29dd2daf44ce84586
29/11/2019,Basen borehole 2,-15.6284883,35.5129509,470,https://api.mwater.co/v3/images/3b7aba72803b4f0695408f03140fca8b,No,NA,"Lack of any fresh debris, mud, or water lines, Local report not seeing the water point submerged",Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,75.71,3,Absent,487,?S / cm,0.15,6.6,0.2,0.4,0.64,0,0,ppb,5,NTU,29.7,C,NA,NA,Point of collection,2/5/2020,1.5,7.81,probably_safe,https://api.mwater.co/v3/images/c4016f847e0144cab9b35cee639541a4
25/06/2019,Lindani Water point,-15.629474,35.5136497,150,https://api.mwater.co/v3/images/fa47f166652c443bb452935b427eeb58,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,44.31,1,Absent,1556,?S / cm,0.78,6.97,0.3,0.05,0.1,0,0,ppb,5,NTU,29.4,C,NA,The borehole is in good condition,Point of collection,2/5/2020,100,9435.1,unsafe,https://api.mwater.co/v3/images/74afc0627e754552b5da17f519468131
02/02/2020,Lindani Water point,-15.629474,35.5136497,250,https://api.mwater.co/v3/images/a76ab31c4ff24b358347153fbd550dd4,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,44.901,1,Absent,1236,?S / cm,0.61,7.05,0.3,0.15,0.6,0,0,ppb,5,NTU,30.4,C,NA,The borehole is in good condition,Point of collection,2/5/2020,100,9435.1,unsafe,https://api.mwater.co/v3/images/e241ffd25cb941d4854f14b713a25494
26/02/2020,Lindani Water point,-15.629474,35.5136497,580,https://api.mwater.co/v3/images/28def8795c104f559b3d0235adc15bab,Yes,Local report seeing the water point submerged,NA,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,43.79,2,Absent,650,?S / cm,0.3,7.1,0.3,0.2,0.4,0,0,ppb,5,NTU,28,C,NA,NA,Point of collection,2/5/2020,0,2.87,safe,https://api.mwater.co/v3/images/687e67fdad964b9483f0665cbdc9af4e
26/06/2019,Labson water point,-15.6242298,35.4946623,356,https://api.mwater.co/v3/images/e0c21a64246b4d7db58b54ab1f01f53b,No,NA,"Local report not seeing the water point submerged, Lack of any fresh debris, mud, or water lines",Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,49.582,2,Absent,978,?S / cm,0.5,7,0.7,0.3,0.25,0,0,ppb,5,NTU,27.8,C,NA,NA,Point of collection,2/5/2020,13.6,83.06,possibly_unsafe,https://api.mwater.co/v3/images/49538db61cea454d8bb8ae7afb92bfbd
01/07/2019,Piyasi water point1,-15.625100399999999,35.5303783,1249,https://api.mwater.co/v3/images/bac5ed9f434b41b9a97114455777ef63,No,NA,"Local report not seeing the water point submerged, Lack of any fresh debris, mud, or water lines",Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,42.803,2,Absent,994,?S / cm,0.5,7.2,0.52,0.75,0.3,9,0,ppb,10,NTU,29,C,NA,NA,Point of collection,2/5/2020,0,2.87,safe,https://api.mwater.co/v3/images/20ff573fbee2449183f8a50234bfe1e2
29/11/2019,Piyasi water point1,-15.625100399999999,35.5303783,1325,https://api.mwater.co/v3/images/4c971bb7a42f48ebaeb183c32ee46fb9,No,NA,"Local report not seeing the water point submerged, Lack of any fresh debris, mud, or water lines",Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,45.901,2,Absent,998,?S / cm,0.57,6.8,0.38,0.3,0.2,0,0,ppb,5,NTU,28.6,C,NA,NA,Point of collection,2/5/2020,0,2.87,safe,https://api.mwater.co/v3/images/8c21afb499094cb2990b85fd771e1612
30/01/2020,Piyasi water point1,-15.625100399999999,35.5303783,210,https://api.mwater.co/v3/images/7173554990bb42b39642ea5509290a2b,No,NA,"Local report not seeing the water point submerged, Lack of any fresh debris, mud, or water lines",Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,42.721,2,Absent,2230,?S / cm,0.14,7.2,0.2,0.15,0.6,0,0,ppb,5,NTU,30.5,C,NA,NA,Point of collection,2/4/2020,0,2.87,safe,https://api.mwater.co/v3/images/1c70ce736cb84f0691c6715b31ae9a8e
14/06/2019,Robert mosque borehole,-15.68246952,35.3832001,460,https://api.mwater.co/v3/images/f86e4343ef004fd5bbc88743e9bbcac7,No,NA,"Local report not seeing the water point submerged, Lack of any fresh debris, mud, or water lines",Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,51.791,3,Absent,249,?S / cm,1.4,6.2,0.4,0.4,0.2,0,0,ppb,5,NTU,27.4,C,NA,NA,Point of collection,2/5/2020,100,9435.1,unsafe,https://api.mwater.co/v3/images/fd3d860bf61a4044aae387c69875ecb4
01/12/2019,Robert mosque borehole,-15.68246952,35.3832001,300,https://api.mwater.co/v3/images/ebb15f99a77d4bbda7e4e9ecda268e99,No,NA,Local report not seeing the water point submerged,Functional,Yes,Water quality,NA,Bad colour,NA,NA,NA,NA,NA,Normal/satisfactory,64.012,1,Present,703,?S / cm,0.39,7.5,0.77,0.28,0.8,0,0,ppb,100,NTU,28.4,C,NA,NA,Point of collection,2/5/2020,100,9435.1,unsafe,https://api.mwater.co/v3/images/8aa65452026f4b3fba1fc245b687f755
09/02/2020,Robert mosque borehole,-15.68246952,35.3832001,65,https://api.mwater.co/v3/images/d3ffc06d848d4ea88dc48054b78c26ab,Yes,Local report seeing the water point submerged,NA,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,45.34,1,Absent,592,?S / cm,0.27,7.1,0.3,0.47,0.75,0,0,ppb,5,NTU,28.9,C,NA,NA,Point of collection,2/5/2020,100,9435.1,unsafe,https://api.mwater.co/v3/images/6b1bf1c2c35343aa8643a03fa20ef0ef
18/06/2019,Kamwendo ll borehole,-15.66597637,35.47742296,250,https://api.mwater.co/v3/images/d0eb42d9df554a33a3f6ee37c6a2ab55,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,48.72,1,Absent,968,?S / cm,0.28,7,0.5,0.28,0.2,0,0,ppb,5,NTU,31,C,NA,NA,Point of collection,2/5/2020,17.1,56.35,possibly_unsafe,https://api.mwater.co/v3/images/a921409659414da49ab879a965d06563
29/11/2019,Kamwendo ll borehole,-15.66597637,35.47742296,1000,https://api.mwater.co/v3/images/2f0968bf21a347daa271566a62c9b560,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,62.931,1,Absent,497,?S / cm,0.25,6.8,0.34,0.49,0.71,0,0,ppb,5,NTU,29,C,NA,NA,Point of collection,2/5/2020,4.7,22.75,possibly_safe,https://api.mwater.co/v3/images/3166e3a8935c4d7f850b9c7e34374d23
20/06/2019,Kamwendo ADMARC borehole,-15.66863279,35.47520837,1000,https://api.mwater.co/v3/images/1a5e34953fa949aa82e0db258b616db0,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Significant sideways movement on handle (loose/wobbly),57.37,1,Absent,503,?S / cm,0.28,7.4,0.37,0.3,0.8,0,0,ppb,5,NTU,29.4,C,NA,NA,Point of collection,2/5/2020,13.6,83.06,possibly_unsafe,https://api.mwater.co/v3/images/0f010b8da8aa4c02b930ad75c7576727
09/02/2020,Kamwendo ADMARC borehole,-15.66863279,35.47520837,550,https://api.mwater.co/v3/images/153db83505c84037b6be71cda8d817e5,Yes,Local report seeing the water point submerged,NA,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,49.85,1,Absent,495,?S / cm,0.25,7,0.28,5.6,0.6,0,0,ppb,5,NTU,28.5,C,NA,NA,Point of collection,2/5/2020,0,2.87,safe,https://api.mwater.co/v3/images/d52bc8dd288d49239151498c7a6fa425
01/07/2019,Walosa Borehole,-15.63734922,35.52392084,430,https://api.mwater.co/v3/images/73a82b33da8f4427b6e9e7e1e0cb886c,Yes,Local report seeing the water point submerged,NA,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,84.66,2,Absent,378,?S / cm,0.29,7.2,0.21,0.47,0.63,0,0,ppb,5,NTU,28.9,C,NA,NA,Point of collection,2/5/2020,0,2.87,safe,https://api.mwater.co/v3/images/a2e9900541cd4380ab7bf0b67ed68ba6
29/11/2019,Walosa Borehole,-15.63734922,35.52392084,350,https://api.mwater.co/v3/images/48b772cd19174478882a7305db572dbf,Yes,Local report seeing the water point submerged,NA,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,61.48,2,Absent,403,?S / cm,0.2,7.5,0.3,0.58,0.55,0,0,ppb,5,NTU,30.1,C,NA,NA,Point of collection,2/5/2020,0,2.87,safe,https://api.mwater.co/v3/images/301ec4b6d26e4ca08645e570a14fdab5
22/12/2019,Makande primary school borehole,-15.8203726,35.4507122,250,https://api.mwater.co/v3/images/f64f7850e1be42e38f4a5c3b3678e3d4,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,49.869,1,Absent,374,?S / cm,0.18,6,0,0.04,0.07,0,0,ppb,5,NTU,27.5,C,NA,NA,Point of collection,1/29/2020,0,2.87,safe,https://api.mwater.co/v3/images/afc118cfd0c34a0db723c86c8041d594
20/06/2019,Khokholiwa borehole 1,-15.6913165,35.4887764,350,https://api.mwater.co/v3/images/329bc0af8a924ccbb367945b161b6ba4,Yes,Local report seeing the water point submerged,NA,Not functional,NA,"Damage to civil works - platform, well head, riser etc",NA,NA,Platform cracked or damaged,https://api.mwater.co/v3/images/1c6c6401e0a948e8954286dc41be532b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blank,1/29/2020,NA,NA,NA,NA
28/11/2019,Khokholiwa borehole 1,-15.6913165,35.4887764,129,https://api.mwater.co/v3/images/fba10b8cb5aa42fb8215cd1146ed0fe2,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,NA,43.471,1,Absent,840,?S / cm,0.42,7.45,0.5,0.1,1,0,0,ppb,5,NTU,30.2,C,NA,The bolehole is functioning just need a miner maintenance,NA,2/6/2020,0,2.87,safe,https://api.mwater.co/v3/images/0ff3e506438b4fdbb853952603b34b63
02/02/2020,Khokholiwa borehole 1,-15.6913165,35.4887764,139,https://api.mwater.co/v3/images/f467a5a324fa46a897909054c80030e0,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,44.162,2,Absent,696,?S / cm,0.32,6.92,0.6,1,0.2,0,0,ppb,5,NTU,30.6,C,NA,The bolehole is functioning and in good condition,Point of collection,2/6/2020,0,2.87,safe,https://api.mwater.co/v3/images/459443b870204308b02b3e5d7014c6ba
28/11/2019,Masangwani primary school borehole,-15.6791583,35.4928283,28004,https://api.mwater.co/v3/images/0ebd1334f3a641b9b3ecaaff6e14ea6f,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,48.502,1,Absent,834,?S / cm,0.41,7.36,0.4,0.5,0.1,0,0,ppb,5,NTU,30.8,C,NA,The borehole is in good condition,Point of collection,2/6/2020,0,2.87,safe,https://api.mwater.co/v3/images/2948be1eae2f4533bedb5c4a896d52b1
02/02/2020,Masangwani primary school borehole,-15.6791583,35.4928283,250,https://api.mwater.co/v3/images/09e862a7919f4d33b3cf2aeef72ac7bf,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,63.71,5,Absent,455,?S / cm,0.27,6.8,3.2,1,0.43,0,0,ppb,5,NTU,32,C,NA,NA,Point of collection,2/6/2020,0,2.87,safe,https://api.mwater.co/v3/images/d29f6ca263a94596ad21c28b2beea695
01/07/2019,Kamwendo borehole 4,-15.6666141,35.4735132,280,https://api.mwater.co/v3/images/6ee3407f80b142d8bf10337cd5cba8b8,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,60.061,1,Absent,461,?S / cm,0.28,6.9,0.21,0.43,0.52,0,0,ppb,5,NTU,31.2,C,NA,NA,Point of collection,2/6/2020,0,2.87,safe,https://api.mwater.co/v3/images/24d592c6ebfb4c8eaa2c4aecf4610a30
29/11/2019,Kamwendo borehole 4,-15.6666141,35.4735132,250,https://api.mwater.co/v3/images/42d9f30dc87149e8a4861511eeeb1d1a,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,56.643,2,Absent,704,?S / cm,0.26,7,3.3,0.9,1,0,0,ppb,5,NTU,28.4,C,NA,NA,Point of collection,2/6/2020,0,2.87,safe,https://api.mwater.co/v3/images/c800e2862c184f47b4254fd5965c05da
